station;coords;wiki_link
Komorze;52.120000, 17.633889;https://pl.wikipedia.org/wiki/Komorze_(stacja_kolejowa)
Kondratowice;50.7738624,16.9344207;https://pl.wikipedia.org/wiki/Kondratowice
Koneck;52.7840100,18.7160900;https://pl.wikipedia.org/wiki/Koneck
Koniecpol;50.7725294,19.6769723;https://pl.wikipedia.org/wiki/Koniecpol
Konin;52.231389, 18.251667;https://pl.wikipedia.org/wiki/Konin_(stacja_kolejowa)
Konotop;51.937778, 15.909444;https://pl.wikipedia.org/wiki/Konotop_(stacja_kolejowa)
Konstancin koło Wilanowa;52.083889, 21.021944;https://pl.wikipedia.org/wiki/Piaseczno_Przemysłowe
Konstantynów;52.2075000,23.0861111;https://pl.wikipedia.org/wiki/Konstantynów_(gmina)
Końskie;51.191389, 20.422222;https://pl.wikipedia.org/wiki/Końskie_(stacja_kolejowa)
Kopanica;52.0960339,15.9188019;https://pl.wikipedia.org/wiki/Kopanica_(województwo_wielkopolskie)
Kopyczyńce;49.1068616,25.9085276;https://uk.wikipedia.org/wiki/Копичинці
Kornatowo;53.2881433,18.6550815;https://pl.wikipedia.org/wiki/Kornatowo
Korniewo;54.443611, 20.294722;https://pl.wikipedia.org/wiki/Korniewo_(stacja_kolejowa)
Koronowo;53.3140636,17.9369813;https://pl.wikipedia.org/wiki/Koronowo
Korosten;50.9491068,28.6417552;https://uk.wikipedia.org/wiki/Коростень
Korsze;54.170556, 21.141944;https://pl.wikipedia.org/wiki/Korsze_(stacja_kolejowa)
Koryta;52.119444, 19.185556;https://pl.wikipedia.org/wiki/Koryta_(przystanek_kolejowy)
Korzybie;54.2989363,16.8751249;https://pl.wikipedia.org/wiki/Korzybie_(województwo_pomorskie)
Kostopol;50.871056, 26.443639;https://www.atlaskolejowy.net/ua/rowienski/?id=baza&poz=29665
Kostroga;54.3793910,17.6482472;
Kostrzyn;52.591528, 14.647222;https://pl.wikipedia.org/wiki/Kostrzyn_(stacja_kolejowa)
Koszalin;54.1909200,16.1770700;https://pl.wikipedia.org/wiki/Koszalin
Koszwały;54.293611, 18.805833;https://pl.wikipedia.org/wiki/Koszwały_(stacja_kolejowa)
Kosów Poleski;52.651333, 25.221667;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=29860
Kowalewo Pomorskie;53.1543137,18.8975473;https://pl.wikipedia.org/wiki/Kowalewo_Pomorskie
Kowary;50.7786780,15.8360509;https://pl.wikipedia.org/wiki/Kowary
Kowel;51.2120807,24.7088806;https://uk.wikipedia.org/wiki/Ковель
Kozienice;51.5849678,21.5498830;https://pl.wikipedia.org/wiki/Kozienice
Kozietuły;51.737778, 20.759167;https://pl.wikipedia.org/wiki/Kozietuły_(przystanek_kolejowy)
Koło;52.2019866,18.6359912;https://pl.wikipedia.org/wiki/Koło_(miasto)
Kołobrzeg;54.1759614,15.5764209;https://pl.wikipedia.org/wiki/Kołobrzeg
Kołomyja;48.534444, 25.06;https://pl.wikipedia.org/wiki/Kołomyja_(stacja_kolejowa)
Kołomyja Nadworniańskie Przedmieście;;
Kořenov;50.7596171,15.3658974;https://cs.wikipedia.org/wiki/Kořenov
Kościan;52.078889, 16.641944;https://pl.wikipedia.org/wiki/Kościan_(stacja_kolejowa)
Kościerzyna;54.1210215,17.9781656;https://pl.wikipedia.org/wiki/Kościerzyna
Koźmin Wielkopolski;51.8256567,17.4528473;https://pl.wikipedia.org/wiki/Koźmin_Wielkopolski
Kożuchów;51.7454762,15.5944541;https://pl.wikipedia.org/wiki/Kożuchów
Kraków Batowice;50.107500, 19.995278;https://pl.wikipedia.org/wiki/Kraków_Batowice
Kraków Czyżyny;50.073889, 20.014722;https://pl.wikipedia.org/wiki/Czyżyny_(stacja_kolejowa)
Kraków Główny;50.083611, 19.858889;https://pl.wikipedia.org/wiki/Kraków_Mydlniki
Kraków Bieżanów;50.0214997,20.0298488;https://pl.wikipedia.org/wiki/Kraków_Bieżanów
Kraków Mogiła;50.069167, 20.047222;https://pl.wikipedia.org/wiki/Mogiła_(stacja_kolejowa)
Kraków Mydlinki;50.083611, 19.858889;https://pl.wikipedia.org/wiki/Kraków_Mydlniki
Kraków Płaszów;50.0350214,19.9747852;https://pl.wikipedia.org/wiki/Kraków_Płaszów
Kralovany;49.1530240,19.1302315;
Kralovec;50.673056, 15.970556;https://pl.wikipedia.org/wiki/Kr%C3%A1lovec_(stacja_kolejowa)
Krasne;49.9168, 24.6146;https://pl.wikipedia.org/wiki/Krasne_(stacja_kolejowa)
Krasne Wąskotorowe;52.915278, 20.969167;https://pl.wikipedia.org/wiki/Krasne_(przystanek_kolejowy)
Krasnołąka;54.3192307,20.5157262;https://pl.wikipedia.org/wiki/Krasnołąka_(powiat_bartoszycki)
Krasnystaw;50.973056, 23.184722;https://pl.wikipedia.org/wiki/Krasnystaw_(stacja_kolejowa)
Kravaře ve Slezsku;49.9349665,18.0099851;https://cs.wikipedia.org/wiki/Kravaře_ve_Slezsku_(nádraží)
Kraśnica;52.602306, 25.837611;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30643
Kraśniewo;54.012778, 18.959167;https://pl.wikipedia.org/wiki/Kraśniewo_(przystanek_kolejowy)
Kraśnik;50.9249236,22.2292060;https://pl.wikipedia.org/wiki/Kraśnik
Kretinga;55.8900579,21.2424112;https://lt.wikipedia.org/wiki/Kretinga
Krobia;51.758889, 16.971667;https://pl.wikipedia.org/wiki/Krobia_(stacja_kolejowa)
Krokowa;54.7769430,18.1637532;https://pl.wikipedia.org/wiki/Krokowa
Krosno;49.6889843,21.7534788;https://pl.wikipedia.org/wiki/Krosno
Krosno Odrzańskie;52.0536361,15.0980258;https://pl.wikipedia.org/wiki/Krosno_Odrzańskie
Krosnowice Kłodzkie;50.391944, 16.636667;https://pl.wikipedia.org/wiki/Krosnowice_Kłodzkie
Krotoszyn;51.701146, 17.425894;https://pl.wikipedia.org/wiki/Krotoszyn_(stacja_kolejowa)
Krościenko;49.4783429,22.6682494;https://pl.wikipedia.org/wiki/Krościenko_(województwo_podkarpackie)
Krośniewice;52.256111, 19.165556;https://pl.wikipedia.org/wiki/Krośniewice_(stacja_kolejowa)
Kruklanki;54.0883583,21.9226296;https://pl.wikipedia.org/wiki/Kruklanki
Kruszwica;52.6743797,18.3254766;https://pl.wikipedia.org/wiki/Kruszwica
Krymno;51.531667, 24.379444;https://pl.wikipedia.org/wiki/Krymno_(przystanek_kolejowy)
Krynica;49.409611, 20.957222;https://www.atlaskolejowy.net/pl/malopolskie/?id=baza&poz=1963
Krynki;53.084167, 23.801667;https://pl.wikipedia.org/wiki/Zubki_Białostockie
Krynki Wąskotorowe;53.102556, 26.040972;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30503
Krystynopol;50.3940289,24.2396098;https://uk.wikipedia.org/wiki/Червоноград
Krzanowice Południowe;50.014444, 18.128611;https://pl.wikipedia.org/wiki/Krzanowice_Południowe
Krzelów;51.4379535,16.5124745;https://pl.wikipedia.org/wiki/Krzelów_(województwo_dolnośląskie)
Krzemieniec;50.120833, 25.709722;https://pl.wikipedia.org/wiki/Krzemieniec_(stacja_kolejowa)
Krzeszyce;52.5832825,15.0100990;https://pl.wikipedia.org/wiki/Krzeszyce
Krzeszów;50.734722, 16.062778;https://pl.wikipedia.org/wiki/Krzeszów_(stacja_kolejowa)
Krzewata;52.225278, 18.901389;https://pl.wikipedia.org/wiki/Krzewata_(stacja_kolejowa)
Krzewie;52.235278, 19.165556;https://pl.wikipedia.org/wiki/Krzewie_(stacja_kolejowa)
Krzewina Zgorzelecka;51.0154355,14.9397930;https://pl.wikipedia.org/wiki/Krzewina_Zgorzelecka
Krzystkowice;51.796944, 15.228333;https://pl.wikipedia.org/wiki/Nowogród_Osiedle
Krzywiń;51.9629280,16.8192950;https://pl.wikipedia.org/wiki/Krzywiń
Krzywoszyn;52.918000, 25.966611;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30512
Krzyż;52.878056, 16.021944;https://pl.wikipedia.org/wiki/Krzyż_(stacja_kolejowa)
Królewo Malborskie;54.037500, 19.120000;https://pl.wikipedia.org/wiki/Królewo_Malborskie_(przystanek_kolejowy)
Królewszczyzna;55.028333, 27.781944;https://pl.wikipedia.org/wiki/Królewszczyzna_(stacja_kolejowa)
Książ Wielkopolski;52.0623513,17.2395591;https://pl.wikipedia.org/wiki/Książ_Wielkopolski
Kucharki;51.8000000,17.9166667;https://pl.wikipedia.org/wiki/Kucharki
Kudowa Słone;50.4365221,16.2116551;https://pl.wikipedia.org/wiki/Słone_(Kudowa-Zdrój)
Kudowa Zdrój;50.4420034,16.2416299;https://pl.wikipedia.org/wiki/Kudowa-Zdrój
Kujan;53.3653200,17.1875100;https://pl.wikipedia.org/wiki/Kujan
Kunowice;52.341944, 14.638056;https://pl.wikipedia.org/wiki/Kunowice_(przystanek_kolejowy)
Kunčice nad Labem;50.5818627,15.6194291;https://cs.wikipedia.org/wiki/Kunčice_nad_Labem
Kurort Jonsdorf;50.8538120,14.7064837;
Kurort Oybin;51.03119213079963, 14.745975880433456;https://www.atlaskolejowy.net/de/deutschland/?id=baza&poz=16917
Kurowice;49.761528, 24.420639;https://www.atlaskolejowy.net/ua/lwowski/?id=baza&poz=29135
Kutno;52.227222, 19.348889;https://pl.wikipedia.org/wiki/Kutno_(stacja_kolejowa)
Kuźnica Białostocka;53.511389, 23.641944;https://pl.wikipedia.org/wiki/Kuźnica_Białostocka_(stacja_kolejowa)
Kuźnice Świdnickie;50.740833, 16.221389;https://pl.wikipedia.org/wiki/Boguszów-Gorce_Towarowy
Kužiai;55.9828827,23.1375899;https://lt.wikipedia.org/wiki/Kužiai
Kwidzyn;53.7204653,18.9374641;https://pl.wikipedia.org/wiki/Kwidzyn
Kwieciszewo;52.622778, 18.016944;https://pl.wikipedia.org/wiki/Kwieciszewo_(stacja_kolejowa)
Königsberg;54.694444, 20.498333;https://pl.wikipedia.org/wiki/Kaliningrad-Passażyrskij
Körösmezo;48.270000, 24.358333;https://pl.wikipedia.org/wiki/Jasina
Küstrin Kietz;52.5564346,14.6011884;
Kąkolewo;51.8598633,16.6917319;https://pl.wikipedia.org/wiki/Kąkolewo_(wieś_w_powiecie_leszczyńskim)
Kębłowo;52.0481804,16.1006912;https://pl.wikipedia.org/wiki/Kębłowo_(wieś_w_powiecie_wolsztyńskim)
Kędzierzyn Koźle;50.344722, 18.205000;https://pl.wikipedia.org/wiki/Kędzierzyn-Koźle_(stacja_kolejowa)
Kędzierzyn Koźle Zachodni;50.347500, 18.136389;https://pl.wikipedia.org/wiki/Kędzierzyn-Koźle_Zachodnie
Kępno;51.2790265,17.9866632;https://pl.wikipedia.org/wiki/Kępno
Kępno Słupskie;54.566667, 17.096944;https://pl.wikipedia.org/wiki/Kępno_Słupskie
Kętrzyn;54.0764176,21.3752627;https://pl.wikipedia.org/wiki/Kętrzyn
Kętrzyno;54.4887500,17.9411500;https://pl.wikipedia.org/wiki/Kętrzyno
Kłecko;52.625833, 17.426667;https://pl.wikipedia.org/wiki/Kłecko_Wielkopolskie
Kłodawa;52.227222, 18.892500;https://pl.wikipedia.org/wiki/Kłodawa_(stacja_kolejowa)
Kłodobok;50.545833, 17.199167;https://pl.wikipedia.org/wiki/Kłodobok_(stacja_kolejowa)
Kłodzko;50.4386510,16.6551878;https://pl.wikipedia.org/wiki/Kłodzko
Kłodzko Miasto;50.4345956,16.6582360;https://pl.wikipedia.org/wiki/Kłodzko_Miasto
Kopaczów; 50.873667, 14.838194;https://www.atlaskolejowy.net/pl/dolnoslaskie/?id=baza&poz=685
Křnov;50.0898940,17.7040842;https://cs.wikipedia.org/wiki/Krnov
Labiau;54.8627556,21.1098591;https://ru.wikipedia.org/wiki/Полесск
Landwarów;54.645000, 25.046667;https://pl.wikipedia.org/wiki/Landwarów_(stacja_kolejowa)
Las;52.410667, 24.331611;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=29876
Laski Małe;53.7754100,22.5539500;https://pl.wikipedia.org/wiki/Laski_Małe_(województwo_warmińsko-mazurskie)
Laskowice Pomorskie;53.4910465,18.4559143;https://pl.wikipedia.org/wiki/Laskowice_Pomorskie
Laukszargen;55.2118,22.1610;https://lt.wikipedia.org/wiki/Lauksargių_geležinkelio_stotis
Legionowo;52.3952285,20.9308309;https://pl.wikipedia.org/wiki/Legionowo
Legionowo Piaski;52.4126078,20.9427123;https://pl.wikipedia.org/wiki/Legionowo_Piaski
Legnica;51.213889, 16.169722;https://pl.wikipedia.org/wiki/Legnica_(stacja_kolejowa)
Leluchów;49.298333, 20.925556;https://pl.wikipedia.org/wiki/Leluchów_(przystanek_kolejowy)
Lepešovka;49.9704583,26.2334694;https://uk.wikipedia.org/wiki/Лепесівка
Lepino Trójkąt;53.925278, 15.723889;https://pl.wikipedia.org/wiki/Lepino_Trójkąt
Leszczyny;50.141111, 18.618333;https://pl.wikipedia.org/wiki/Leszczyny_(stacja_kolejowa)
Leszno;51.846944, 16.565556;https://pl.wikipedia.org/wiki/Leszno_(stacja_kolejowa)
Letohrad;50.0360932,16.4986002;https://cs.wikipedia.org/wiki/Letohrad
Lewy Brzeg Wisły;54.330014, 18.935008;https://pl.wikipedia.org/wiki/Lewy_Brzeg_Wis%C5%82y
Leśna;51.0241667,15.2636111;https://pl.wikipedia.org/wiki/Leśna
Leśna Wąska Towarowa;52.969472, 25.769361;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30521
Leśnica;50.4285562,18.1849929;https://pl.wikipedia.org/wiki/Leśnica_(miasto)
Leżajsk;50.2638262,22.4199891;https://pl.wikipedia.org/wiki/Leżajsk_(stacja_kolejowa)
Liberec;50.7702648,15.0583947;https://cs.wikipedia.org/wiki/Liberec
Lichkov;50.0978527,16.6660119;https://cs.wikipedia.org/wiki/Lichkov
Lichnowy;54.115833, 18.917500;https://pl.wikipedia.org/wiki/Lichnowy_(stacja_kolejowa)
Lida;53.882222, 25.294444;https://pl.wikipedia.org/wiki/Lida_(stacja_kolejowa)
Lidzbark;53.2628043,19.8231836;https://pl.wikipedia.org/wiki/Lidzbark
Lidzbark Warmiński;54.1305863,20.5649170;https://pl.wikipedia.org/wiki/Lidzbark_Warmiński
Liebenfelde;54.845358104224424, 21.52106379814605;https://www.atlaskolejowy.net/ru/rossija/?id=baza&poz=19515
Liepaja;56.5048435,21.0070903;https://lv.wikipedia.org/wiki/Liepāja
Limanowa;49.7061713,20.4217266;https://pl.wikipedia.org/wiki/Limanowa
Lipinka Gdańska;54.119444, 19.110278;https://pl.wikipedia.org/wiki/Lipinka_Gdańska
Lipinka Głogowska;51.8422222,16.0566667;https://pl.wikipedia.org/wiki/Lipinki_(województwo_lubuskie)
Lipki Wielkie;52.7255862,15.5332721;https://pl.wikipedia.org/wiki/Lipki_Wielkie
Lipno;52.854167, 19.180833;https://pl.wikipedia.org/wiki/Lipno_(stacja_kolejowa)
Lipno Płockie;52.850000, 19.169722;https://pl.wikipedia.org/wiki/Lipno_Płockie
Lipova Lazne;50.2277696,17.1404453;https://cs.wikipedia.org/wiki/Lipová-lázně
Lipowa Tucholska;53.7539307,18.1088728;https://pl.wikipedia.org/wiki/Lipowa_Tucholska
Lipowa Śląska;50.7371016,17.4271259;https://pl.wikipedia.org/wiki/Lipowa_Śląska
Lipusz;54.1005877,17.7810502;https://pl.wikipedia.org/wiki/Lipusz
Lisewo Malborskie;54.092500, 18.826944;https://pl.wikipedia.org/wiki/Lisewo_(przystanek_kolejowy)
Liszkowo Rozgraniczenie;53.22770011035847, 17.326401484654884;https://www.atlaskolejowy.net/pl/wielkopolskie/?id=baza&poz=7490
Lodenau;51.3812112,14.9588407;https://de.wikipedia.org/wiki/Lodenau
Lubaczów;50.1574473,23.1225859;https://pl.wikipedia.org/wiki/Lubaczów
Lubartów;51.445556, 22.608333;https://pl.wikipedia.org/wiki/Lubartów_(stacja_kolejowa)
Lubawa;53.495278, 19.745278;https://pl.wikipedia.org/wiki/Lubawa_(stacja_towarowa)
Lubawka;50.7070882,16.0003894;https://pl.wikipedia.org/wiki/Lubawka
Lubań Śląski;51.1147105,15.2811574;https://pl.wikipedia.org/wiki/Lubań_(województwo_dolnośląskie)
Lubcz;53.753722, 26.065083;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30569
Lubiana Pyrzycka;53.103710939558056, 15.332982928836278;https://www.atlaskolejowy.net/pl/zachodniopomorskie/?id=baza&poz=5853
Lubicz;53.027778, 18.745833;https://pl.wikipedia.org/wiki/Lubicz_(stacja_kolejowa)
Lubicz Wąskotorowy;52.847861, 19.653972;https://www.atlaskolejowy.net/pl/mazowieckie/?id=baza&poz=5033
Lubiechowo;54.059444, 15.845833;https://pl.wikipedia.org/wiki/Lubiechowo_(stacja_kolejowa)
Lubieszów;51.815111, 25.467694;https://www.atlaskolejowy.net/ua/wolynski/?id=baza&poz=29766
Lubin;51.396389, 16.193611;https://pl.wikipedia.org/wiki/Lubin_(stacja_kolejowa)
Lubiąż;51.2676561,16.4675290;https://pl.wikipedia.org/wiki/Lubiąż
Lublin;51.2181945,22.5546776;https://pl.wikipedia.org/wiki/Lublin
Lubliniec;50.6432152,18.6860586;https://pl.wikipedia.org/wiki/Lubliniec
Luboml;51.2234546,24.0315783;https://uk.wikipedia.org/wiki/Любомль
Luboń koło Poznania;52.3439762,16.8928174;https://pl.wikipedia.org/wiki/Luboń_koło_Poznania
Lubsko;51.7881902,14.9721266;https://pl.wikipedia.org/wiki/Lubsko
Lujeni;48.3618475,25.7709308;
Lutol Suchy;52.3337200,15.7221200;https://pl.wikipedia.org/wiki/Lutol_Suchy
Lwów;49.8419520,24.0315921;https://uk.wikipedia.org/wiki/Львів
Lwów Podzamcze;49.8512296,24.0338924;https://uk.wikipedia.org/wiki/Підзамче_(станція)
Lwówek Wąskotorowy;52.452222, 16.188611;https://pl.wikipedia.org/wiki/Lwówek_Wąskotorowy
Lwówek Śląski;51.1108891,15.5850018;https://pl.wikipedia.org/wiki/Lwówek_Śląski
Löbau;51.0947288,14.6692423;https://de.wikipedia.org/wiki/Löbau
Löwenhagen;54.624444, 20.755278;https://pl.wikipedia.org/wiki/Komsomolsk-Zapadnyj
Lądek Zdrój;50.3433481,16.8605938;
Lębork;54.533889, 17.750556;https://pl.wikipedia.org/wiki/Lębork_(stacja_kolejowa)
Lędziny;50.143056, 19.126111;https://pl.wikipedia.org/wiki/Lędziny_Hołdunów
Łańcut;50.081667, 22.229722;https://pl.wikipedia.org/wiki/Łańcut_(stacja_kolejowa)
Maczki;50.2608057,19.2676237;https://pl.wikipedia.org/wiki/Maczki
Majdan;49.2057835,22.2990371;
Makov;49.372250, 18.484389;https://www.atlaskolejowy.net/sk/zilinsky/?id=baza&poz=2824
Maksymilianowo;53.215833, 18.030000;https://pl.wikipedia.org/wiki/Maksymilianowo_(stacja_kolejowa)
Maków Mazowiecki;52.8620544,21.0923524;https://pl.wikipedia.org/wiki/Maków_Mazowiecki
Malbork;54.037778, 19.039167;https://pl.wikipedia.org/wiki/Malbork_(stacja_kolejowa)
Malbork Kałdowo;54.0473638,19.0239691;https://pl.wikipedia.org/wiki/Malbork_Kałdowo
Malczyce;51.2203518,16.4937190;https://pl.wikipedia.org/wiki/Malczyce
Malhowice;49.700556, 22.827778;https://pl.wikipedia.org/wiki/Malhowice_(przystanek_kolejowy)
Malkowicze;52.539722, 26.579167;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30199
Manowo;54.1259723,16.2991966;https://pl.wikipedia.org/wiki/Manowo
Marciszów;50.8516702,16.0086390;https://pl.wikipedia.org/wiki/Marciszów
Mareza;53.7374774,18.9136270;https://pl.wikipedia.org/wiki/Mareza
Marijampole;54.5562536,23.3503665;https://lt.wikipedia.org/wiki/Marijampolė
Marki;52.318611, 21.103889;https://pl.wikipedia.org/wiki/Marki_(przystanek_kolejowy)
Markocice;50.8955849,14.9817052;https://pl.wikipedia.org/wiki/Markocice
Martinice v Krkonošich;50.5808469,15.5333055;https://cs.wikipedia.org/wiki/Martinice_v_Krkonoších
Maszewo;53.4962220,15.0613549;https://pl.wikipedia.org/wiki/Maszewo
Małdyty;53.9203373,19.7416940;https://pl.wikipedia.org/wiki/Małdyty
Małkinia;52.6946006,22.0348566;https://pl.wikipedia.org/wiki/Małkinia_(stacja_kolejowa)
Matcze;50.930000, 23.937500;https://pl.wikipedia.org/wiki/Matcze_(stacja_kolejowa)
Medyka;49.804444, 22.945833;https://pl.wikipedia.org/wiki/Medyka_(stacja_kolejowa)
Medzilaborce;49.2711323,21.9039645;https://sk.wikipedia.org/wiki/Medzilaborce
Memel;55.7127529,21.1350469;https://lt.wikipedia.org/wiki/Klaipėda
Mezimesti;50.6257349,16.2395252;https://cs.wikipedia.org/wiki/Meziměstí
Mełno;53.4346595,18.9371199;https://pl.wikipedia.org/wiki/Mełno_(powiat_grudziądzki)
Miastko;53.997500, 16.965833;https://pl.wikipedia.org/wiki/Miastko_(stacja_kolejowa)
Miechów;50.3566016,20.0276912;https://pl.wikipedia.org/wiki/Miechów
Miejska Górka;51.647500, 16.952778;https://pl.wikipedia.org/wiki/Miejska_Górka_(stacja_kolejowa)
Mielec;50.292778, 21.429444;https://pl.wikipedia.org/wiki/Mielec_(stacja_kolejowa)
Mieleszyn;52.668477, 17.508714;https://pl.wikipedia.org/wiki/Mieleszyn_(stacja_kolejowa)
Mielno;54.2560766,16.0520587;https://pl.wikipedia.org/wiki/Mielno
Mielżyn;52.382500, 17.766667;https://pl.wikipedia.org/wiki/Mielżyn_(stacja_kolejowa)
Mieroszów;50.6669858,16.1862044;https://pl.wikipedia.org/wiki/Mieroszów
Mieszewo;53.594167, 15.395556;https://pl.wikipedia.org/wiki/Mieszewo_(stacja_kolejowa)
Mieszków;52.022500, 17.440556;https://pl.wikipedia.org/wiki/Mieszków_(stacja_kolejowa)
Mikaszewicze;52.2217220,27.4773640;https://be.wikipedia.org/wiki/Мікашэвічы
Mikołajki;53.7981816,21.5772462;https://pl.wikipedia.org/wiki/Mikołajki
Mikołajów;50.172556, 18.898917;https://www.atlaskolejowy.net/pl/slaskie/?id=baza&poz=4562
Mikołów;50.1960028,18.8539322;https://pl.wikipedia.org/wiki/Mikołów
Mikulovice;50.3025, 17.320556;https://pl.wikipedia.org/wiki/Mikulovice_(stacja_kolejowa)
Mikułowa;51.0807728,15.1087348;https://pl.wikipedia.org/wiki/Mikułowa
Milanówek;52.124722, 20.666944;https://pl.wikipedia.org/wiki/Milanówek_(przystanek_kolejowy)
Milcz;53.042222, 16.856667;https://pl.wikipedia.org/wiki/Milcz_(przystanek_kolejowy)
Milicz;51.5319957,17.2752485;https://pl.wikipedia.org/wiki/Milicz
Milicz Wąskotorowy;51.525000, 17.292778;https://pl.wikipedia.org/wiki/Milicz_Wąskotorowy
Milotice nad Opavou;49.9956946,17.5420460;https://cs.wikipedia.org/wiki/Milotice_nad_Opavou
Minsk;53.9024716,27.5618225;https://be.wikipedia.org/wiki/Мінск
Miłoradz;54.013611, 18.917778;https://pl.wikipedia.org/wiki/Miłoradz_(przystanek_kolejowy)
Mirosław;52.5355036,19.8112852;https://pl.wikipedia.org/wiki/Mirosław_(województwo_mazowieckie)
Mirsk;50.9721836,15.3857926;https://pl.wikipedia.org/wiki/Mirsk
Międzybórz Sycowski;51.4010511,17.6529599;https://pl.wikipedia.org/wiki/Międzybórz_Sycowski
Międzychód;52.6046468,15.8935386;https://pl.wikipedia.org/wiki/Międzychód
Międzylesie;50.1480131,16.6669348;https://pl.wikipedia.org/wiki/Międzylesie
Międzyrzecz;52.4448261,15.5786370;https://pl.wikipedia.org/wiki/Międzyrzecz
Międzyzdroje;53.9282745,14.4489030;https://pl.wikipedia.org/wiki/Międzyzdroje
Miłkowice;51.2555, 16.054111;https://pl.wikipedia.org/wiki/Miłkowice_(stacja_kolejowa)
Miłków;50.810278, 15.765833;https://pl.wikipedia.org/wiki/Miłków_(przystanek_kolejowy)
Miłomłyn;53.7634000,19.8413501;https://pl.wikipedia.org/wiki/Miłomłyn
Mińsk Mazowiecki;52.175556, 21.554167;https://pl.wikipedia.org/wiki/Mińsk_Mazowiecki_(stacja_kolejowa)
Mlada Boleslav;50.4116187,14.9031301;https://cs.wikipedia.org/wiki/Mladá_Boleslav
Modlin;52.443056, 20.703611;https://pl.wikipedia.org/wiki/Modlin_(stacja_kolejowa)
Modła;51.376667, 15.810833;https://pl.wikipedia.org/wiki/Modła_(przystanek_kolejowy)
Mogielnica;51.706389, 20.740833;https://pl.wikipedia.org/wiki/Mogielnica_(stacja_kolejowa)
Mogilno;52.6573410,17.9500677;https://pl.wikipedia.org/wiki/Mogilno
Mohylany;50.414917, 26.557139;https://pl.wikipedia.org/wiki/Mohylany_(stacja_kolejowa)
Montowo;53.4233224,19.7764092;https://pl.wikipedia.org/wiki/Montowo
Morzeszczyn;53.8403982,18.6904948;https://pl.wikipedia.org/wiki/Morzeszczyn
Morzewiec;53.221667, 17.904167;https://pl.wikipedia.org/wiki/Morzewiec_(stacja_kolejowa)
Morąg;53.9119982,19.9279895;https://pl.wikipedia.org/wiki/Morąg
Moskva;55.6255780,37.6063916;https://ru.wikipedia.org/wiki/Москва
Most Krzewie;52.234722, 19.166111;https://pl.wikipedia.org/wiki/Krzewie_Wąskotorowe
Mosty;53.428333, 24.541944;https://pl.wikipedia.org/wiki/Mosty_(stacja_kolejowa)
Motkowice;50.6050750,20.4909387;https://pl.wikipedia.org/wiki/Motkowice
Mozyr;52.075333, 29.203139;https://pl.wikipedia.org/wiki/Mozyrz_(stacja_kolejowa)
Mołodeczno;54.3073327,26.8389111;https://ru.wikipedia.org/wiki/Молодечно
Mościska;53.173611, 17.002778;https://pl.wikipedia.org/wiki/Mościska_Wyrzyskie
Motkowice Wąskotorowe;50.593611, 20.478889;https://pl.wikipedia.org/wiki/Motkowice_Wąskotorowe
Mrzeżyno Gryfickie;54.1425, 15.292222;https://pl.wikipedia.org/wiki/Mrze%C5%BCyno_Gryfickie
Mrągowo;53.8685741,21.3051587;https://pl.wikipedia.org/wiki/Mrągowo
Munina;49.9964900,22.7280200;https://pl.wikipedia.org/wiki/Munina
Muszyna;49.3561684,20.8967477;https://pl.wikipedia.org/wiki/Muszyna
Myszanka;52.918000, 25.966611;https://www.atlaskolejowy.net/by/bielarus/?id=baza&poz=30512
Myszyniec;53.3831962,21.3420723;https://pl.wikipedia.org/wiki/Myszyniec
Mysłakowice;50.8365551,15.7871345;https://pl.wikipedia.org/wiki/Mysłakowice
Mysłowice;50.233333, 19.133333;https://pl.wikipedia.org/wiki/Mysłowice_(stacja_kolejowa)
Mysłowice Brzezinka;50.197222, 19.154444;https://pl.wikipedia.org/wiki/Mysłowice_Brzezinka
Mysłowice Krasowy;50.167500, 19.153333;https://pl.wikipedia.org/wiki/Kosztowy_Krasowy
Mysłowice Wesoła;50.181389, 19.095000;https://pl.wikipedia.org/wiki/Mysłowice_Wesoła
Myślibórz;52.918611, 14.861111;https://pl.wikipedia.org/wiki/Myślibórz_(stacja_kolejowa)
Myślice;53.9163900,19.5045500;https://pl.wikipedia.org/wiki/Myślice
Mława;53.1341915,20.3628830;https://pl.wikipedia.org/wiki/Mława
Mścice;54.2185923,16.0970023;https://pl.wikipedia.org/wiki/Mścice
Nachod;50.4167025,16.1622871;https://cs.wikipedia.org/wiki/Náchod
Nacław;54.145833, 16.526111;https://pl.wikipedia.org/wiki/Nacław_(przystanek_kolejowy)
Nadbrzezie;50.660278, 21.765278;https://pl.wikipedia.org/wiki/Nadbrzezie
Nadolice Wielkie;51.079722, 17.251944;https://pl.wikipedia.org/wiki/Nadolice_Wielkie_(przystanek_kolejowy)
Nakło nad Notecią;53.1386896,17.5998891;https://pl.wikipedia.org/wiki/Nakło_nad_Notecią
